-73.451 -43.665 41.7 None 
-73.73 -43.899 41.4 None 
-73.521 -43.668 34.3 None 
-73.495 -43.662 32.9 None 
-73.48 -43.665 31.4 None 
-73.5 -43.663 30.9 None 
-73.507 -43.721 27.7 None 
-74.292 -43.059 26.1 None 
-73.551 -43.71 20.0 None 
-73.571 -43.672 16.1 None 
-73.008 -44.695 15.0 None 
-73.566 -43.67 15.0 None 
-72.728 -44.094 14.0 None 
-72.955 -44.046 13.7 None 
-72.945 -44.048 13.4 None 
-72.723 -44.098 12.5 None 
-72.861 -44.045 12.1 None 
